ulCounter,timestamp,fcnt,deui,gw,ftime,ft2d,etime,snr,rssi,ant,lsnr,rssic,rssis,lat,lon
89,1498556347318,89,'3238353550348101','7076fffffe017776',,575,X5bA1rPkENP3EIDMV/qW4g==,-12,-120,0,-12,-108,-120,0,0
89,1498556347441,89,'3238353550348101','00000000080e00e5',,,,-3.5,-118,,,,,,
64,1498556348055,64,'333234315D358019','0000000008060504',,,,-8,-116,,,,,,
64,1498556348148,64,'333234315D358019','7076fffffe01784d',,654,eUskiLdF7gNFYhUdbH4EQA==,-11,-114,0,-11,-103,-115,0,0
64,1498556348603,64,'333234315D358019','0000000008060613',,,,-11.2,-120,,,,,,
65,1498556351119,65,'333234315D358019','0000000008060504',,,,-7,-115,,,,,,
65,1498556351266,65,'333234315D358019','7076fffffe01784d',,678,AP147yXsRRfHT/BxPiZKTQ==,-11,-112,0,-11,-101,-113,0,0
90,1498556351713,90,'3238353550348101','0000000008060739',,,,0.5,-117,,,,,,
90,1498556351938,90,'3238353550348101','00000000080e00e5',,,,-11.5,-125,,,,,,
90,1498556352185,90,'3238353550348101','00000000080e00a3',,,,-11.8,-127,,,,,,
90,1498556352270,90,'3238353550348101','000000000806070e',,,,-11.2,-124,,,,,,
66,1498556354238,66,'333234315D358019','0000000008060504',,,,-2.5,-111,,,,,,
66,1498556354330,66,'333234315D358019','0000000008060739',,,,-4.5,-116,,,,,,
66,1498556354368,66,'333234315D358019','7076fffffe01784d',,-885,sM2IBx9zD5LrbAIxrn26EA==,-10,-112,0,-10,-102,-113,0,0
66,1498556354383,66,'333234315D358019','7076fffffe017776',,668,apst10A+nPqCEJ/KaG7vRw==,-11,-116,0,-11,-105,-117,0,0
66,1498556354786,66,'333234315D358019','0000000008060613',,,,-11.2,-122,,,,,,
91,1498556355331,91,'3238353550348101','0000000008060504',,,,0.2,-110,,,,,,
91,1498556355441,91,'3238353550348101','00000000080e0022',,,,-8.8,-122,,,,,,
67,1498556357305,67,'333234315D358019','0000000008060504',,,,0.2,-111,,,,,,
67,1498556357453,67,'333234315D358019','0000000008060739',,,,-0.2,-116,,,,,,
67,1498556357464,67,'333234315D358019','00000000080e0022',,,,-9,-126,,,,,,
67,1498556357639,67,'333234315D358019','00000000080e00e5',,,,-9,-119,,,,,,
67,1498556357986,67,'333234315D358019','0000000008060613',,,,-9.2,-121,,,,,,
92,1498556358661,92,'3238353550348101','0000000008060504',,,,-2.5,-111,,,,,,
92,1498556358759,92,'3238353550348101','0000000008060739',,,,-7,-121,,,,,,
92,1498556358781,92,'3238353550348101','00000000080e0022',,,,-4.8,-121,,,,,,
92,1498556358781,92,'3238353550348101','7076fffffe017776',,,,-11,-118,0,-11,-107,,0,0
68,1498556360308,68,'333234315D358019','0000000008060504',,,,-7,-114,,,,,,
68,1498556360412,68,'333234315D358019','0000000008060739',,,,-7.5,-115,,,,,,
68,1498556360448,68,'333234315D358019','7076fffffe01784d',,-2192,rCBy3BWwnIGaFzrrSEbVtg==,-14,-115,0,-14,-101,-116,0,0
68,1498556360855,68,'333234315D358019','0000000008060613',,,,-8.8,-120,,,,,,
93,1498556363097,93,'3238353550348101','0000000008060504',,,,-5.2,-114,,,,,,
69,1498556363412,69,'333234315D358019','0000000008060504',,,,-5.8,-113,,,,,,
94,1498556366136,94,'3238353550348101','0000000008060504',,,,-3.8,-112,,,,,,
94,1498556366244,94,'3238353550348101','00000000080e0022',,,,-10.2,-123,,,,,,
70,1498556366441,70,'333234315D358019','0000000008060504',,,,-4.2,-113,,,,,,
70,1498556366531,70,'333234315D358019','0000000008060739',,,,-1.2,-117,,,,,,
70,1498556366589,70,'333234315D358019','7076fffffe01784d',,-212,vMHVyiRxXLVPMUjaM0kG9A==,-13,-114,0,-13,-101,-114,0,0
70,1498556367001,70,'333234315D358019','0000000008060613',,,,-11.5,-122,,,,,,
95,1498556369399,95,'3238353550348101','0000000008060504',,,,-9.2,-121,,,,,,
95,1498556369400,95,'3238353550348101','000000000806042f',,,,-11,-123,,,,,,
71,1498556369497,71,'333234315D358019','000000000806042f',,,,-11.8,-126,,,,,,
95,1498556369501,95,'3238353550348101','00000000080e0022',,,,-7.8,-125,,,,,,
71,1498556369503,71,'333234315D358019','0000000008060504',,,,-7.8,-119,,,,,,
95,1498556369537,95,'3238353550348101','00000000080e00e5',,,,-10.2,-125,,,,,,
71,1498556369556,71,'333234315D358019','7076fffffe01784d',,-131,Lw7R7C8jQV8RwPFKuhu/LQ==,-12,-113,0,-12,-101,-114,0,0
71,1498556369656,71,'333234315D358019','00000000080e00e5',,,,-3,-117,,,,,,
95,1498556369811,95,'3238353550348101','0000000008060739',,,,3.8,-112,,,,,,
71,1498556369812,71,'333234315D358019','0000000008060739',,,,2.5,-112,,,,,,
95,1498556369958,95,'3238353550348101','00000000080e00a3',,,,-13,-127,,,,,,
95,1498556370051,95,'3238353550348101','000000000806070e',,,,-10.2,-124,,,,,,
71,1498556370145,71,'333234315D358019','0000000008060613',,,,-12,-129,,,,,,
72,1498556372487,72,'333234315D358019','0000000008060504',,,,-6.8,-113,,,,,,
72,1498556372586,72,'333234315D358019','00000000080e0022',,,,-12.2,-127,,,,,,
72,1498556373103,72,'333234315D358019','0000000008060739',,,,-8,-117,,,,,,
96,1498556373321,96,'3238353550348101','00000000080e0022',,,,-8.5,-126,,,,,,
96,1498556373354,96,'3238353550348101','7076fffffe01784d',,-519,gawrCEvznhG4Oay74wsM3Q==,-13,-116,0,-13,-103,-116,0,0
96,1498556373540,96,'3238353550348101','00000000080e00e5',,,,-8.5,-122,,,,,,
96,1498556374058,96,'3238353550348101','000000000806070e',,,,-9.2,-123,,,,,,
96,1498556374085,96,'3238353550348101','0000000008060739',,,,-3.8,-120,,,,,,
73,1498556375559,73,'333234315D358019','0000000008060504',,,,-4.8,-113,,,,,,
73,1498556375687,73,'333234315D358019','7076fffffe01784d',,-675,iNXZhev5y1YNoSJau65ZlA==,-15,-113,0,-15,-98,-114,0,0
97,1498556377920,97,'3238353550348101','0000000008060504',,,,-11.2,-123,,,,,,
97,1498556378046,97,'3238353550348101','7076fffffe01784d',,,,-12,-120,0,-12,-108,,0,0
